,headline,score,date,newsroom
0,"up elections 2017: in mathura, rahul gandhi attacks pm modi on demonetisation","[-0.404896, 0, 0, 0, 0.676351, -0.420571, 0, 0, -2, -2, -2, -0.549558, 0, 0, -2, 0, -2, 0, 0, 0, 0, 0, -2, 0, 0, 0, -2, -2, -0.469605, 0, -2, -2, -2, 0, -2, -0.328353, 0, 0, 0, 0, -0.479351, -2, -2, -0.328353, -2, -2, -2, -2, -2, -2, -2, -2, 0, 0, 0, -2, 0, -2, 0, 0, -0.891116, 0, -0.521176, 0, -2, -0.551564, -2, -2, 0, -2, -2, 0, -0.559355, -0.56967, 0, -2, -2, -2, 0, -2, -2, 0, -2, -2, -2, -2, -2, -0.880738, 0, 0, -0.494179, 0, -2, -2, -2, 0.744905, -0.589252, -0.497626, -0.753057, 0, -2, -0.91282, -2, -2, 0, -2, -2, 0.435162, -0.750984, -0.742478, -2, -2, -2, -2, -0.478664, 0, 0, 0, -2, -2, 0, -2, -0.362317, -2, -2, -2, -2, -2, -0.439524, -2, -2, -2, -2, 0, -2, 0, -2, -2, -0.522826, -2, 0, 0, 0, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 0, 0, -0.49818, -2, -2, -2, 0, -0.409193, 0, 0, -2, 0, -2, -2, -0.389971, -2, -2, 0, -2, 0, -2, -0.56121, -2, -0.304649, -2, 0, -2, -2, 0, -2, -2, 0, -0.805418, 0, 0, -2, 0, -2, -2, 0, -0.315032, -2, -2, 0, -2, 0, -2, -2, -2, 0, -0.833546, -2, 0, 0, -0.769143, -0.341337, -0.854052, -0.353325, 0, 0, -2, -2, -2, -2, 0, 0, -0.405504, -0.310161, 0, 0, -0.472482, -0.448004, -2, -2, 0, 0, -2, -2, 0, -2, -2, 0, -2, -2, 0, 0, 0, 0, 0, 0, 0, -2, -2, 0, 0, 0, 0, 0, -2, -2, 0, -2, -2, -2, -2, 0.6584, 0, 0, -2, 0, 0, 0, -2, 0, 0, -2, 0, -0.623706, 0, 0, -2, -2, -2, 0, 0, 0, -2, -2, -0.451687, 0, -0.501236, -0.646075, 0, 0, 0, -2, -2, -2, 0, -0.429663, -2, -2, -2, 0, -2, -2, -2, -0.358497, -2, -2, 0, 0, 0, 0, 0, 0, 0, 0, -2, 0, 0, -2, 0, -2, 0, -2, 0, 0, 0, 0, 0, 0, -2, -2, 0, 0, 0.561998, 0, -2, 0, -2, 0, 0, -0.718228, 0, -2, 0, -2, 0, -2, 0, 0, 0, -2, -2, -2, -0.499089, 0, -2, 0.632676, 0.632676, 0, -2, 0, -2, 0, 0, 0, -0.723386, -0.655797, 0, -2, -2, 0, -0.702086, -0.371529, 0, 0, -2, 0, 0, -2, -2, -2, -2, 0, 0, 0, 0, -2, -0.614793, -2, 0, 0, -2, -2, -2, 0, -2, -2, -2, 0, 0, -2, -2, 0, 0, -2, 0, -0.730588, 0, -0.427717, 0, -2, 0, 0, -2, -2, 0, 0, -2, -2, -0.534195, 0, 0, 0, 0, 0, -2, -2, -2, -2, 0, -2, -2, 0, 0, 0, 0, -0.582308, 0, 0, -2, -2, 0, 0, 0, -2, 0, -2, 0.653835, -2, -2, -0.752839, -2, -2, -2, -2, 0, 0, -2, 0, -0.799018, 0, -0.615812, -2, 0, 0, -2, 0, -2, 0, 0, 0, -2, -2, 0, 0, 0, 0, -2, 0, 0, -2, -2, 0, -2, -2, 0, -2, -2, 0, -2, 0, 0, -2, 0, 0, 0, 0, 0, -2, 0, 0, 0, -0.581432, -0.3425, 0, 0, 0, -2, 0, 0, 0, -2, 0, -0.887899, -2, 0, -2, 0, 0, -0.417194, 0, 0, 0, 0, 0, -2, 0, -0.489139, -0.500549, -2, 0, 0, -0.883013, 0, 0, -0.48063, 0.57527, -0.50361, 0, 0, 0, 0, 0, 0, -0.585027, 0, -2, -2, 0, 0, 0, 0, 0, 0, -2, -0.776144, 0, -2, -2, -0.302517, 0, 0, 0, -2, -2, -2, -0.413816, 0, 0, -2, -0.815618, -0.526451, 0, -2, -2, 0, 0, 0, -2, 0, 0, -2, -0.506991, -0.920078, 0, 0, 0, -2, -2, 0, 0, -0.46945, 0, 0, -2, 0, -2, 0, 0, 0.826565, -0.542274, -2, 0, 0, 0, 0, -2, 0, -2, 0, -0.468663, -2, 0.810994, -0.481382, -2, 0, 0, -0.400054, 0, -2, 0, 0, 0, -0.308271, -0.6696, -0.466678, 0, -0.516544, -2, 0.545866, -2, -2, 0, -0.554298, 0.576885, 0, 0, -0.691926, -2, -2, 0, -0.535918, -2, -0.306382, -2, -2, -2, 0, 0, 0, -2, -0.698111, -0.375454, 0, -2, -0.47349, -2, 0, 0, 0, -2, -2, 0, -2, -0.639117, 0, -2, 0, 0, -2, -2, 0, 0, -2, -2, -2, -0.663151, 0, 0, 0, -2, 0, -2, -2, -2, 0, -0.398492, -0.797523, 0, -2, -2, 0, 0, 0, 0, 0, -2, -2, -2, -2, -2, -2, 0, 0, -0.591974, 0, 0, -2, -2, -2, -2, 0, -0.328495, 0, 0, -2, 0, 0, 0, 0, -2, 0, 0, -2, -2, -2, -0.339104, 0, -2, -2, -0.609707, -0.513698, -2, 0, 0, 0, 0, -0.302062, 0, -0.6505, -0.804857, 0, -0.345569, -2, 0, -0.470055, 0, -2, 0.546273, -0.483885, -2, -0.678607, 0, -2, -0.750877, 0.527343, 0, -2, 0.688848, -0.383145, -2, 0, -2, -2, -0.602745, -2, 0, 0, -2, 0, 0.60595, -0.592256, -0.490939, -2, 0, -0.572407, 0, -0.43085, 0, -2, -0.376806, -0.748775, 0, 0, 0, 0, 0, -0.424061, 0, 0, -2, -0.377169, 0, 0, 0, -0.380524, 0, -2, 0, 0, 0, -2, 0, 0, 0, -2, -0.499433, 0, -2, -2, 0, -2, 0, -2, -0.475146, -2, -0.380524, -2, -0.39765, 0, -2, 0, -2, 0, 0, 0, -0.310955, 0, 0, -2, -2, 0, 0, -0.630303, 0, 0, 0, 0, 0, -2, -2, 0, -2, -2, -0.386303, -2, -2, -2, -0.513031, -2, 0, 0, 0, 0, -2, 0, -2, -2, -2, 0, -2, -2, 0, -2, -0.310308, 0, -2, 0, -2, 0, 0, 0, -2, -2, 0, 0, 0, -2, -2, 0.432192, -2, -0.57722, 0, 0, 0, 0, 0, 0, -2, 0, 0, 0, -0.629891, 0, 0, 0.453901, 0, 0, -2, -2, 0, -2, -2, 0, 0, -2, -2, 0, 0, -2, 0, -2, -2, -2, -2, -2, -0.344622, -2, 0, -2, 0, 0, 0, 0, -0.577489, -2, 0, -0.389529, 0, 0, 0, -2, -2, 0, -2, -2, -2, -2, -2, -2, -2, -2, 0, -0.621211, -2, -2, -2, -0.832244, 0, -0.719133, -0.423481, -2, -0.347258, 0, 0, -0.752457, 0, 0, -2]",2017-02-07,NDTV News
1,up elections 2017: samajwadis know how to ride cycle against wind: akhilesh yadav to pm modi,"[-0.404896, 0, 0, 0, 0.676351, -0.420571, 0, 0, -2, -2, -2, -0.549558, 0, 0, -2, 0, -2, 0, 0, 0, 0, 0, -2, 0, 0, 0, -2, -2, -0.469605, 0, -2, -2, -2, 0, -2, -0.328353, 0, 0, 0, 0, -0.479351, -2, -2, -0.328353, -2, -2, -2, -2, -2, -2, -2, -2, 0, 0, 0, -2, 0, -2, 0, 0, -0.891116, 0, -0.521176, 0, -2, -0.551564, -2, -2, 0, -2, -2, 0, -0.559355, -0.56967, 0, -2, -2, -2, 0, -2, -2, 0, -2, -2, -2, -2, -2, -0.880738, 0, 0, -0.494179, 0, -2, -2, -2, 0.744905, -0.589252, -0.497626, -0.753057, 0, -2, -0.91282, -2, -2, 0, -2, -2, 0.435162, -0.750984, -0.742478, -2, -2, -2, -2, -0.478664, 0, 0, 0, -2, -2, 0, -2, -0.362317, -2, -2, -2, -2, -2, -0.439524, -2, -2, -2, -2, 0, -2, 0, -2, -2, -0.522826, -2, 0, 0, 0, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 0, 0, -0.49818, -2, -2, -2, 0, -0.409193, 0, 0, -2, 0, -2, -2, -0.389971, -2, -2, 0, -2, 0, -2, -0.56121, -2, -0.304649, -2, 0, -2, -2, 0, -2, -2, 0, -0.805418, 0, 0, -2, 0, -2, -2, 0, -0.315032, -2, -2, 0, -2, 0, -2, -2, -2, 0, -0.833546, -2, 0, 0, -0.769143, -0.341337, -0.854052, -0.353325, 0, 0, -2, -2, -2, -2, 0, 0, -0.405504, -0.310161, 0, 0, -0.472482, -0.448004, -2, -2, 0, 0, -2, -2, 0, -2, -2, 0, -2, -2, 0, 0, 0, 0, 0, 0, 0, -2, -2, 0, 0, 0, 0, 0, -2, -2, 0, -2, -2, -2, -2, 0.6584, 0, 0, -2, 0, 0, 0, -2, 0, 0, -2, 0, -0.623706, 0, 0, -2, -2, -2, 0, 0, 0, -2, -2, -0.451687, 0, -0.501236, -0.646075, 0, 0, 0, -2, -2, -2, 0, -0.429663, -2, -2, -2, 0, -2, -2, -2, -0.358497, -2, -2, 0, 0, 0, 0, 0, 0, 0, 0, -2, 0, 0, -2, 0, -2, 0, -2, 0, 0, 0, 0, 0, 0, -2, -2, 0, 0, 0.561998, 0, -2, 0, -2, 0, 0, -0.718228, 0, -2, 0, -2, 0, -2, 0, 0, 0, -2, -2, -2, -0.499089, 0, -2, 0.632676, 0.632676, 0, -2, 0, -2, 0, 0, 0, -0.723386, -0.655797, 0, -2, -2, 0, -0.702086, -0.371529, 0, 0, -2, 0, 0, -2, -2, -2, -2, 0, 0, 0, 0, -2, -0.614793, -2, 0, 0, -2, -2, -2, 0, -2, -2, -2, 0, 0, -2, -2, 0, 0, -2, 0, -0.730588, 0, -0.427717, 0, -2, 0, 0, -2, -2, 0, 0, -2, -2, -0.534195, 0, 0, 0, 0, 0, -2, -2, -2, -2, 0, -2, -2, 0, 0, 0, 0, -0.582308, 0, 0, -2, -2, 0, 0, 0, -2, 0, -2, 0.653835, -2, -2, -0.752839, -2, -2, -2, -2, 0, 0, -2, 0, -0.799018, 0, -0.615812, -2, 0, 0, -2, 0, -2, 0, 0, 0, -2, -2, 0, 0, 0, 0, -2, 0, 0, -2, -2, 0, -2, -2, 0, -2, -2, 0, -2, 0, 0, -2, 0, 0, 0, 0, 0, -2, 0, 0, 0, -0.581432, -0.3425, 0, 0, 0, -2, 0, 0, 0, -2, 0, -0.887899, -2, 0, -2, 0, 0, -0.417194, 0, 0, 0, 0, 0, -2, 0, -0.489139, -0.500549, -2, 0, 0, -0.883013, 0, 0, -0.48063, 0.57527, -0.50361, 0, 0, 0, 0, 0, 0, -0.585027, 0, -2, -2, 0, 0, 0, 0, 0, 0, -2, -0.776144, 0, -2, -2, -0.302517, 0, 0, 0, -2, -2, -2, -0.413816, 0, 0, -2, -0.815618, -0.526451, 0, -2, -2, 0, 0, 0, -2, 0, 0, -2, -0.506991, -0.920078, 0, 0, 0, -2, -2, 0, 0, -0.46945, 0, 0, -2, 0, -2, 0, 0, 0.826565, -0.542274, -2, 0, 0, 0, 0, -2, 0, -2, 0, -0.468663, -2, 0.810994, -0.481382, -2, 0, 0, -0.400054, 0, -2, 0, 0, 0, -0.308271, -0.6696, -0.466678, 0, -0.516544, -2, 0.545866, -2, -2, 0, -0.554298, 0.576885, 0, 0, -0.691926, -2, -2, 0, -0.535918, -2, -0.306382, -2, -2, -2, 0, 0, 0, -2, -0.698111, -0.375454, 0, -2, -0.47349, -2, 0, 0, 0, -2, -2, 0, -2, -0.639117, 0, -2, 0, 0, -2, -2, 0, 0, -2, -2, -2, -0.663151, 0, 0, 0, -2, 0, -2, -2, -2, 0, -0.398492, -0.797523, 0, -2, -2, 0, 0, 0, 0, 0, -2, -2, -2, -2, -2, -2, 0, 0, -0.591974, 0, 0, -2, -2, -2, -2, 0, -0.328495, 0, 0, -2, 0, 0, 0, 0, -2, 0, 0, -2, -2, -2, -0.339104, 0, -2, -2, -0.609707, -0.513698, -2, 0, 0, 0, 0, -0.302062, 0, -0.6505, -0.804857, 0, -0.345569, -2, 0, -0.470055, 0, -2, 0.546273, -0.483885, -2, -0.678607, 0, -2, -0.750877, 0.527343, 0, -2, 0.688848, -0.383145, -2, 0, -2, -2, -0.602745, -2, 0, 0, -2, 0, 0.60595, -0.592256, -0.490939, -2, 0, -0.572407, 0, -0.43085, 0, -2, -0.376806, -0.748775, 0, 0, 0, 0, 0, -0.424061, 0, 0, -2, -0.377169, 0, 0, 0, -0.380524, 0, -2, 0, 0, 0, -2, 0, 0, 0, -2, -0.499433, 0, -2, -2, 0, -2, 0, -2, -0.475146, -2, -0.380524, -2, -0.39765, 0, -2, 0, -2, 0, 0, 0, -0.310955, 0, 0, -2, -2, 0, 0, -0.630303, 0, 0, 0, 0, 0, -2, -2, 0, -2, -2, -0.386303, -2, -2, -2, -0.513031, -2, 0, 0, 0, 0, -2, 0, -2, -2, -2, 0, -2, -2, 0, -2, -0.310308, 0, -2, 0, -2, 0, 0, 0, -2, -2, 0, 0, 0, -2, -2, 0.432192, -2, -0.57722, 0, 0, 0, 0, 0, 0, -2, 0, 0, 0, -0.629891, 0, 0, 0.453901, 0, 0, -2, -2, 0, -2, -2, 0, 0, -2, -2, 0, 0, -2, 0, -2, -2, -2, -2, -2, -0.344622, -2, 0, -2, 0, 0, 0, 0, -0.577489, -2, 0, -0.389529, 0, 0, 0, -2, -2, 0, -2, -2, -2, -2, -2, -2, -2, -2, 0, -0.621211, -2, -2, -2, -0.832244, 0, -0.719133, -0.423481, -2, -0.347258, 0, 0, -0.752457, 0, 0, -2]",2017-02-07,NDTV News
2,up election 2017: rahul-akhilesh slam narendra modi over 'ill-planned' demonetisation drive,"[-0.404896, 0, 0, 0, 0.676351, -0.420571, 0, 0, -2, -2, -2, -0.549558, 0, 0, -2, 0, -2, 0, 0, 0, 0, 0, -2, 0, 0, 0, -2, -2, -0.469605, 0, -2, -2, -2, 0, -2, -0.328353, 0, 0, 0, 0, -0.479351, -2, -2, -0.328353, -2, -2, -2, -2, -2, -2, -2, -2, 0, 0, 0, -2, 0, -2, 0, 0, -0.891116, 0, -0.521176, 0, -2, -0.551564, -2, -2, 0, -2, -2, 0, -0.559355, -0.56967, 0, -2, -2, -2, 0, -2, -2, 0, -2, -2, -2, -2, -2, -0.880738, 0, 0, -0.494179, 0, -2, -2, -2, 0.744905, -0.589252, -0.497626, -0.753057, 0, -2, -0.91282, -2, -2, 0, -2, -2, 0.435162, -0.750984, -0.742478, -2, -2, -2, -2, -0.478664, 0, 0, 0, -2, -2, 0, -2, -0.362317, -2, -2, -2, -2, -2, -0.439524, -2, -2, -2, -2, 0, -2, 0, -2, -2, -0.522826, -2, 0, 0, 0, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 0, 0, -0.49818, -2, -2, -2, 0, -0.409193, 0, 0, -2, 0, -2, -2, -0.389971, -2, -2, 0, -2, 0, -2, -0.56121, -2, -0.304649, -2, 0, -2, -2, 0, -2, -2, 0, -0.805418, 0, 0, -2, 0, -2, -2, 0, -0.315032, -2, -2, 0, -2, 0, -2, -2, -2, 0, -0.833546, -2, 0, 0, -0.769143, -0.341337, -0.854052, -0.353325, 0, 0, -2, -2, -2, -2, 0, 0, -0.405504, -0.310161, 0, 0, -0.472482, -0.448004, -2, -2, 0, 0, -2, -2, 0, -2, -2, 0, -2, -2, 0, 0, 0, 0, 0, 0, 0, -2, -2, 0, 0, 0, 0, 0, -2, -2, 0, -2, -2, -2, -2, 0.6584, 0, 0, -2, 0, 0, 0, -2, 0, 0, -2, 0, -0.623706, 0, 0, -2, -2, -2, 0, 0, 0, -2, -2, -0.451687, 0, -0.501236, -0.646075, 0, 0, 0, -2, -2, -2, 0, -0.429663, -2, -2, -2, 0, -2, -2, -2, -0.358497, -2, -2, 0, 0, 0, 0, 0, 0, 0, 0, -2, 0, 0, -2, 0, -2, 0, -2, 0, 0, 0, 0, 0, 0, -2, -2, 0, 0, 0.561998, 0, -2, 0, -2, 0, 0, -0.718228, 0, -2, 0, -2, 0, -2, 0, 0, 0, -2, -2, -2, -0.499089, 0, -2, 0.632676, 0.632676, 0, -2, 0, -2, 0, 0, 0, -0.723386, -0.655797, 0, -2, -2, 0, -0.702086, -0.371529, 0, 0, -2, 0, 0, -2, -2, -2, -2, 0, 0, 0, 0, -2, -0.614793, -2, 0, 0, -2, -2, -2, 0, -2, -2, -2, 0, 0, -2, -2, 0, 0, -2, 0, -0.730588, 0, -0.427717, 0, -2, 0, 0, -2, -2, 0, 0, -2, -2, -0.534195, 0, 0, 0, 0, 0, -2, -2, -2, -2, 0, -2, -2, 0, 0, 0, 0, -0.582308, 0, 0, -2, -2, 0, 0, 0, -2, 0, -2, 0.653835, -2, -2, -0.752839, -2, -2, -2, -2, 0, 0, -2, 0, -0.799018, 0, -0.615812, -2, 0, 0, -2, 0, -2, 0, 0, 0, -2, -2, 0, 0, 0, 0, -2, 0, 0, -2, -2, 0, -2, -2, 0, -2, -2, 0, -2, 0, 0, -2, 0, 0, 0, 0, 0, -2, 0, 0, 0, -0.581432, -0.3425, 0, 0, 0, -2, 0, 0, 0, -2, 0, -0.887899, -2, 0, -2, 0, 0, -0.417194, 0, 0, 0, 0, 0, -2, 0, -0.489139, -0.500549, -2, 0, 0, -0.883013, 0, 0, -0.48063, 0.57527, -0.50361, 0, 0, 0, 0, 0, 0, -0.585027, 0, -2, -2, 0, 0, 0, 0, 0, 0, -2, -0.776144, 0, -2, -2, -0.302517, 0, 0, 0, -2, -2, -2, -0.413816, 0, 0, -2, -0.815618, -0.526451, 0, -2, -2, 0, 0, 0, -2, 0, 0, -2, -0.506991, -0.920078, 0, 0, 0, -2, -2, 0, 0, -0.46945, 0, 0, -2, 0, -2, 0, 0, 0.826565, -0.542274, -2, 0, 0, 0, 0, -2, 0, -2, 0, -0.468663, -2, 0.810994, -0.481382, -2, 0, 0, -0.400054, 0, -2, 0, 0, 0, -0.308271, -0.6696, -0.466678, 0, -0.516544, -2, 0.545866, -2, -2, 0, -0.554298, 0.576885, 0, 0, -0.691926, -2, -2, 0, -0.535918, -2, -0.306382, -2, -2, -2, 0, 0, 0, -2, -0.698111, -0.375454, 0, -2, -0.47349, -2, 0, 0, 0, -2, -2, 0, -2, -0.639117, 0, -2, 0, 0, -2, -2, 0, 0, -2, -2, -2, -0.663151, 0, 0, 0, -2, 0, -2, -2, -2, 0, -0.398492, -0.797523, 0, -2, -2, 0, 0, 0, 0, 0, -2, -2, -2, -2, -2, -2, 0, 0, -0.591974, 0, 0, -2, -2, -2, -2, 0, -0.328495, 0, 0, -2, 0, 0, 0, 0, -2, 0, 0, -2, -2, -2, -0.339104, 0, -2, -2, -0.609707, -0.513698, -2, 0, 0, 0, 0, -0.302062, 0, -0.6505, -0.804857, 0, -0.345569, -2, 0, -0.470055, 0, -2, 0.546273, -0.483885, -2, -0.678607, 0, -2, -0.750877, 0.527343, 0, -2, 0.688848, -0.383145, -2, 0, -2, -2, -0.602745, -2, 0, 0, -2, 0, 0.60595, -0.592256, -0.490939, -2, 0, -0.572407, 0, -0.43085, 0, -2, -0.376806, -0.748775, 0, 0, 0, 0, 0, -0.424061, 0, 0, -2, -0.377169, 0, 0, 0, -0.380524, 0, -2, 0, 0, 0, -2, 0, 0, 0, -2, -0.499433, 0, -2, -2, 0, -2, 0, -2, -0.475146, -2, -0.380524, -2, -0.39765, 0, -2, 0, -2, 0, 0, 0, -0.310955, 0, 0, -2, -2, 0, 0, -0.630303, 0, 0, 0, 0, 0, -2, -2, 0, -2, -2, -0.386303, -2, -2, -2, -0.513031, -2, 0, 0, 0, 0, -2, 0, -2, -2, -2, 0, -2, -2, 0, -2, -0.310308, 0, -2, 0, -2, 0, 0, 0, -2, -2, 0, 0, 0, -2, -2, 0.432192, -2, -0.57722, 0, 0, 0, 0, 0, 0, -2, 0, 0, 0, -0.629891, 0, 0, 0.453901, 0, 0, -2, -2, 0, -2, -2, 0, 0, -2, -2, 0, 0, -2, 0, -2, -2, -2, -2, -2, -0.344622, -2, 0, -2, 0, 0, 0, 0, -0.577489, -2, 0, -0.389529, 0, 0, 0, -2, -2, 0, -2, -2, -2, -2, -2, -2, -2, -2, 0, -0.621211, -2, -2, -2, -0.832244, 0, -0.719133, -0.423481, -2, -0.347258, 0, 0, -0.752457, 0, 0, -2]",2017-02-07,FirstPost news
3,up election 2017: bjp hails allahabad hc order on ensuring free and fair polls,"[-0.404896, 0, 0, 0, 0.676351, -0.420571, 0, 0, -2, -2, -2, -0.549558, 0, 0, -2, 0, -2, 0, 0, 0, 0, 0, -2, 0, 0, 0, -2, -2, -0.469605, 0, -2, -2, -2, 0, -2, -0.328353, 0, 0, 0, 0, -0.479351, -2, -2, -0.328353, -2, -2, -2, -2, -2, -2, -2, -2, 0, 0, 0, -2, 0, -2, 0, 0, -0.891116, 0, -0.521176, 0, -2, -0.551564, -2, -2, 0, -2, -2, 0, -0.559355, -0.56967, 0, -2, -2, -2, 0, -2, -2, 0, -2, -2, -2, -2, -2, -0.880738, 0, 0, -0.494179, 0, -2, -2, -2, 0.744905, -0.589252, -0.497626, -0.753057, 0, -2, -0.91282, -2, -2, 0, -2, -2, 0.435162, -0.750984, -0.742478, -2, -2, -2, -2, -0.478664, 0, 0, 0, -2, -2, 0, -2, -0.362317, -2, -2, -2, -2, -2, -0.439524, -2, -2, -2, -2, 0, -2, 0, -2, -2, -0.522826, -2, 0, 0, 0, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 0, 0, -0.49818, -2, -2, -2, 0, -0.409193, 0, 0, -2, 0, -2, -2, -0.389971, -2, -2, 0, -2, 0, -2, -0.56121, -2, -0.304649, -2, 0, -2, -2, 0, -2, -2, 0, -0.805418, 0, 0, -2, 0, -2, -2, 0, -0.315032, -2, -2, 0, -2, 0, -2, -2, -2, 0, -0.833546, -2, 0, 0, -0.769143, -0.341337, -0.854052, -0.353325, 0, 0, -2, -2, -2, -2, 0, 0, -0.405504, -0.310161, 0, 0, -0.472482, -0.448004, -2, -2, 0, 0, -2, -2, 0, -2, -2, 0, -2, -2, 0, 0, 0, 0, 0, 0, 0, -2, -2, 0, 0, 0, 0, 0, -2, -2, 0, -2, -2, -2, -2, 0.6584, 0, 0, -2, 0, 0, 0, -2, 0, 0, -2, 0, -0.623706, 0, 0, -2, -2, -2, 0, 0, 0, -2, -2, -0.451687, 0, -0.501236, -0.646075, 0, 0, 0, -2, -2, -2, 0, -0.429663, -2, -2, -2, 0, -2, -2, -2, -0.358497, -2, -2, 0, 0, 0, 0, 0, 0, 0, 0, -2, 0, 0, -2, 0, -2, 0, -2, 0, 0, 0, 0, 0, 0, -2, -2, 0, 0, 0.561998, 0, -2, 0, -2, 0, 0, -0.718228, 0, -2, 0, -2, 0, -2, 0, 0, 0, -2, -2, -2, -0.499089, 0, -2, 0.632676, 0.632676, 0, -2, 0, -2, 0, 0, 0, -0.723386, -0.655797, 0, -2, -2, 0, -0.702086, -0.371529, 0, 0, -2, 0, 0, -2, -2, -2, -2, 0, 0, 0, 0, -2, -0.614793, -2, 0, 0, -2, -2, -2, 0, -2, -2, -2, 0, 0, -2, -2, 0, 0, -2, 0, -0.730588, 0, -0.427717, 0, -2, 0, 0, -2, -2, 0, 0, -2, -2, -0.534195, 0, 0, 0, 0, 0, -2, -2, -2, -2, 0, -2, -2, 0, 0, 0, 0, -0.582308, 0, 0, -2, -2, 0, 0, 0, -2, 0, -2, 0.653835, -2, -2, -0.752839, -2, -2, -2, -2, 0, 0, -2, 0, -0.799018, 0, -0.615812, -2, 0, 0, -2, 0, -2, 0, 0, 0, -2, -2, 0, 0, 0, 0, -2, 0, 0, -2, -2, 0, -2, -2, 0, -2, -2, 0, -2, 0, 0, -2, 0, 0, 0, 0, 0, -2, 0, 0, 0, -0.581432, -0.3425, 0, 0, 0, -2, 0, 0, 0, -2, 0, -0.887899, -2, 0, -2, 0, 0, -0.417194, 0, 0, 0, 0, 0, -2, 0, -0.489139, -0.500549, -2, 0, 0, -0.883013, 0, 0, -0.48063, 0.57527, -0.50361, 0, 0, 0, 0, 0, 0, -0.585027, 0, -2, -2, 0, 0, 0, 0, 0, 0, -2, -0.776144, 0, -2, -2, -0.302517, 0, 0, 0, -2, -2, -2, -0.413816, 0, 0, -2, -0.815618, -0.526451, 0, -2, -2, 0, 0, 0, -2, 0, 0, -2, -0.506991, -0.920078, 0, 0, 0, -2, -2, 0, 0, -0.46945, 0, 0, -2, 0, -2, 0, 0, 0.826565, -0.542274, -2, 0, 0, 0, 0, -2, 0, -2, 0, -0.468663, -2, 0.810994, -0.481382, -2, 0, 0, -0.400054, 0, -2, 0, 0, 0, -0.308271, -0.6696, -0.466678, 0, -0.516544, -2, 0.545866, -2, -2, 0, -0.554298, 0.576885, 0, 0, -0.691926, -2, -2, 0, -0.535918, -2, -0.306382, -2, -2, -2, 0, 0, 0, -2, -0.698111, -0.375454, 0, -2, -0.47349, -2, 0, 0, 0, -2, -2, 0, -2, -0.639117, 0, -2, 0, 0, -2, -2, 0, 0, -2, -2, -2, -0.663151, 0, 0, 0, -2, 0, -2, -2, -2, 0, -0.398492, -0.797523, 0, -2, -2, 0, 0, 0, 0, 0, -2, -2, -2, -2, -2, -2, 0, 0, -0.591974, 0, 0, -2, -2, -2, -2, 0, -0.328495, 0, 0, -2, 0, 0, 0, 0, -2, 0, 0, -2, -2, -2, -0.339104, 0, -2, -2, -0.609707, -0.513698, -2, 0, 0, 0, 0, -0.302062, 0, -0.6505, -0.804857, 0, -0.345569, -2, 0, -0.470055, 0, -2, 0.546273, -0.483885, -2, -0.678607, 0, -2, -0.750877, 0.527343, 0, -2, 0.688848, -0.383145, -2, 0, -2, -2, -0.602745, -2, 0, 0, -2, 0, 0.60595, -0.592256, -0.490939, -2, 0, -0.572407, 0, -0.43085, 0, -2, -0.376806, -0.748775, 0, 0, 0, 0, 0, -0.424061, 0, 0, -2, -0.377169, 0, 0, 0, -0.380524, 0, -2, 0, 0, 0, -2, 0, 0, 0, -2, -0.499433, 0, -2, -2, 0, -2, 0, -2, -0.475146, -2, -0.380524, -2, -0.39765, 0, -2, 0, -2, 0, 0, 0, -0.310955, 0, 0, -2, -2, 0, 0, -0.630303, 0, 0, 0, 0, 0, -2, -2, 0, -2, -2, -0.386303, -2, -2, -2, -0.513031, -2, 0, 0, 0, 0, -2, 0, -2, -2, -2, 0, -2, -2, 0, -2, -0.310308, 0, -2, 0, -2, 0, 0, 0, -2, -2, 0, 0, 0, -2, -2, 0.432192, -2, -0.57722, 0, 0, 0, 0, 0, 0, -2, 0, 0, 0, -0.629891, 0, 0, 0.453901, 0, 0, -2, -2, 0, -2, -2, 0, 0, -2, -2, 0, 0, -2, 0, -2, -2, -2, -2, -2, -0.344622, -2, 0, -2, 0, 0, 0, 0, -0.577489, -2, 0, -0.389529, 0, 0, 0, -2, -2, 0, -2, -2, -2, -2, -2, -2, -2, -2, 0, -0.621211, -2, -2, -2, -0.832244, 0, -0.719133, -0.423481, -2, -0.347258, 0, 0, -0.752457, 0, 0, -2]",2017-02-07,FirstPost news
