,Unnamed: 0,headline,score,date,newsroom
10,10,"up election 2017:  narendra modi rattled by sp-congress alliance, claims rahul gandhi",0.0,2017-02-20,FirstPost news
11,11,"up election 2017: modi says sp, bsp to blame for bundelkhand's neglect, promises to transform it like kutch",-0.581432,2017-02-20,FirstPost news
12,12,"up election 2017: sp leader calls modi, amit shah 'terrorists' after pm's graveyard remarks",-0.3425,2017-02-20,FirstPost news
13,13,"up election 2017: mayawati hits back at narendra modi, calls him 'mr negative dalit man'",0.0,2017-02-20,FirstPost news
14,14,"up election 2017: modi was 'true to form', vitiated atmosphere ahead of polls, says congress",0.0,2017-02-20,FirstPost news
15,15,"up election 2017: narendra modi hits out at non-bjp parties, says they haven't developed bundelkhand",0.0,2017-02-20,FirstPost news
16,16,"up election 2017: modi confident of bjp forming next govt, promises to curb land mafia in state",0.0,2017-02-20,FirstPost news
17,17,up election 2017: akhilesh yadav urges amitabh bachchan to not endorse 'gujarat's donkeys',0.0,2017-02-20,FirstPost news
18,18,lalu prasad to campaign for sp-congress alliance in uttar pradesh,0.0,2017-02-20,TimesOfIndia News
19,19,anupriya patel lashes out at sp-congress alliance,0.0,2017-02-20,TimesOfIndia News
20,20,sc's no to plea against up government's 'samajwadi' pension scheme,-0.887899,2017-02-20,TimesOfIndia News
21,21,sitting bjp mla from varanasi south agrees to campaign,0.0,2017-02-20,TimesOfIndia News
22,22,pm's elder brother som modi to campaign for bjp candidates in varanasi,0.0,2017-02-20,TimesOfIndia News
23,23,"up voters have endorsed bjp, prakash javadekar says",0.0,2017-02-20,TimesOfIndia News
24,24,"sp leader calls modi, shah terrorists; frustrated, retorts bjp",-0.417194,2017-02-20,TimesOfIndia News
25,25,sp candidate withdraws nomination from varanasi cantt seat,0.0,2017-02-20,TimesOfIndia News
26,26,"mayawati hits back at pm modi, calls him 'mr negative dalit man'",0.0,2017-02-20,TimesOfIndia News
27,27,"pm modi vitiating atmosphere in up, ec must take action: congress",0.0,2017-02-20,TimesOfIndia News
28,28,"sp-congress tie-up has wiped the smile off modi's face, rahul gandhi says",0.0,2017-02-20,TimesOfIndia News
29,29,"mayawati hits back at pm modi, calls him 'mr negative dalit man'",0.0,2017-02-20,TimesOfIndia News
30,30,rape-accused gayatri prajapati skips akhilesh rally,0.0,2017-02-20,TimesOfIndia News
31,31,"ache din to come to uttar pradesh on march 11, amit shah says",-0.489139,2017-02-20,TimesOfIndia News
32,32,"sp, congress, bsp desperately trying to save their reputation: pm modi",-0.500549,2017-02-20,TimesOfIndia News
33,33,"will transform bundelkhand like kutch, pm modi says",0.0,2017-02-20,TimesOfIndia News
34,34,up polls: sonia gandhi not in rae bareli campaign schedule,0.0,2017-02-20,Zee news
35,35,sc`s no to plea against up govt's 'samajwadi' pension scheme,-0.883013,2017-02-20,Zee news
36,36,akhilesh yadav is disturbed: venkaiah naidu on gujarat tourism's ''gadha'' ad,0.0,2017-02-20,Zee news
37,37,bjp reaching up voters through 'personalised letters',0.0,2017-02-20,Zee news
38,38,congress backs out from approaching ec over pm modi's 'graveyard and cremation ground' remarks,-0.48063,2017-02-20,Zee news
39,39,pm narendra modi confident of bjp-apna dal forming govt in up,0.57527,2017-02-20,Zee news
40,40,"gonda: four injured, bjp campaign vehicles damaged in stone-pelting",-0.50361,2017-02-20,Zee news
41,41,"rape-accused samajwadi party leader gayatri prajapati breaks down during amethi rally, says court will do justice to him",0.0,2017-02-20,Zee news
42,42,"in response to modi's 'behenji sampatti party', mayawati says pm's name means 'negative dalit man' ",0.0,2017-02-20,Zee news
43,43,"akhilesh yadav mocks pm narendra modi, tells amitabh bachchan to stop promoting `donkeys of gujarat'",0.0,2017-02-20,Zee news
44,44,lalu prasad yadav to campaign for congress-samajwadi alliance,0.0,2017-02-20,Zee news
45,45,bsp is now behenji sampatti party: pm narendra modi in bundelkhand,0.0,2017-02-20,Zee news
46,46,"akhilesh yadav comes out in support of rape-accused minister gayatri prajapati, to campaign for him in amethi",0.0,2017-02-20,Zee news
47,47,"mulayam's wife sadhna denies rift in family, says no step-motherly treatment to akhilesh",-0.585027,2017-02-20,Zee news
48,48,"pm narendra modi's 'graveyard' remark sparks row, congress to file complaint with ec",0.0,2017-02-20,Zee news
49,49,"up polls: if there is electricity during ramzan, it must also be available during diwali, says pm modi",0.0,2017-02-20,Zee news
50,50,"up elections 2017: as amit shah campaigned in allahabad, akhilesh yadav, rahul gandhi were a street away",0.0,2017-02-21,NDTV News
51,51,"bmc election 2017: delay in voters' list release might impact poll result, says bjp",0.0,2017-02-21,NDTV News
52,52,manipur election 2017: friends are a liability for bjp,0.0,2017-02-21,NDTV News
53,53,"uttar pradesh election 2017:  rahul to address rallies in amethi, priyanka too may accompany",0.0,2017-02-21,FirstPost news
54,54,"up election 2017: demonetisation a diversionary tactic by centre, says mayawati",0.0,2017-02-21,FirstPost news
55,55,up election 2017: poll language stinks; blame it on the growing desperation among parties,-0.776143,2017-02-21,FirstPost news
56,56,up election 2017: owaisi slams modi's 'graveyard' remark by reminding him of demonetisation-related deaths,0.0,2017-02-21,FirstPost news
57,57,"up election 2017: narendra modi will lose aura after bjp's defeat in polls, says lalu prasad yadav",-0.302517,2017-02-21,FirstPost news
58,58,mathura-based hindu seer terms pm modi's statements communal,0.0,2017-02-21,TimesOfIndia News
59,59,"flouting supreme court's verdict, mayawati seeks muslim votes",0.0,2017-02-21,TimesOfIndia News
60,60,samajwadi party turmoil a programmed drama: amar singh,0.0,2017-02-21,TimesOfIndia News
61,61,"modi will lose aura after bjp defeat in up, lalu prasad says",-0.413816,2017-02-21,TimesOfIndia News
62,62,demonetisation a diversionary tactic by centre: mayawati,0.0,2017-02-21,TimesOfIndia News
63,63,sp expels women's wing chief for 'anti-party' activities,0.0,2017-02-21,TimesOfIndia News
64,64,"'pained' by projects 'snatched' from raebareli, amethi, rahul gandhi says",-0.815618,2017-02-21,TimesOfIndia News
65,65,"watch: stage collapses at rahul, akhileshs rally in up's allahabad",-0.526451,2017-02-21,TimesOfIndia News
66,66,bjp will liberate up from the likes of mukhtar ansari: amit shah,0.0,2017-02-21,TimesOfIndia News
67,67,"rahul to address rallies in amethi, priyanka too may accompany",0.0,2017-02-21,TimesOfIndia News
68,68,'power' tussle: centre cites ngo data to counter akhilesh,0.0,2017-02-21,TimesOfIndia News
69,69,"modi giving casteist, communal tinge to campaign, mayawati says",0.0,2017-02-21,TimesOfIndia News
70,70,"bjp will win uttar pradesh, m venkaiah naidu says",0.0,2017-02-21,TimesOfIndia News
71,71,"gujarat bjp fumes at akhilesh yadav's 'insult', says donkeys are loyal unlike him",0.0,2017-02-21,TimesOfIndia News
72,72,absence of credibility haunting modi: ashok gehlot,-0.506991,2017-02-21,TimesOfIndia News
73,73,"pm undermined cm's work with hate speech, says dimple yadav",-0.920078,2017-02-21,TimesOfIndia News
74,74,shyam deo roy chaudhary 'dada' back in team bjp,0.0,2017-02-21,TimesOfIndia News
75,75,owaisi hits out at pm modi over ramzan-diwali remarks,0.0,2017-02-21,TimesOfIndia News
76,76,pm modi trying to create mindset inconsistent with values of constitution: kapil sibal,0.0,2017-02-21,TimesOfIndia News
0,0,weeping prajapati sits in the crowd; akhilesh pitches for cycle from stage,0.0,2017-02-21,TimesOfIndia News
1,1,mayawati labels pm anti-dalit after modi's 'sampatti' remark,0.0,2017-02-21,TimesOfIndia News
2,2,"up polls: flouting sc verdict, bsp chief mayawati seeks muslim votes",-0.46945,2017-02-21,Zee news
3,3,"shivraj singh chouhan takes a dig at akhilesh, says 'agar kaam bolta to cycle haath kyun pakadti'",0.0,2017-02-21,Zee news
4,4,akhilesh yadav's 'donkey' jibe: venkaiah naidu advises up cm to use 'people's language',0.0,2017-02-21,Zee news
5,5,"uttar pradesh assembly elections 2017: rahul gandhi, akhilesh yadav, amit shah hold road shows",0.0,2017-02-21,Zee news
6,6,allahabad high court seeks response from akhilesh yadav government on alleged rs 100-crore scam,0.0,2017-02-21,Zee news
7,7,akhilesh yadav-rahul gandhi's stage collapses as duo holds roadshow in allahabad - watch,0.0,2017-02-21,Zee news
8,8,"amar singh makes explosive claim, says mulayam scripted samajwadi party family feud to help akhilesh ",0.826565,2017-02-21,Zee news
9,9,"#gujaratkegadhe trends on twitter; akhilesh called 'frustrated', 'disturbed' for 'donkey' jibe at pm modi",-0.542274,2017-02-21,Zee news
10,10,manipur elections 2017: when irom sharmila got bjp to move pm modi's rally out of kangla fort,0.0,2017-02-22,NDTV News
11,11,"up elections 2017: after no show, sonia gandhi's open letter to amethi-raebareli voters",0.0,2017-02-22,NDTV News
12,12,"bmc elections 2017: aamir khan ad on mumbai civic polls promoted bjp, allege shiv sena, congress",0.0,2017-02-22,NDTV News
13,13,"what facts? 'public opinion counts,' says bjp's yogi adityanath",0.0,2017-02-22,NDTV News
14,14,uttar pradesh election 2017: bjp tops list of candidates with criminal cases in phase 4,0.0,2017-02-22,NDTV News
15,15,"up elections 2017: a vote for samajwadi party is a vote wasted, mayawati tells muslims",0.0,2017-02-22,NDTV News
16,16,"up elections 2017: in parched bundelkhand, politicians rush to sell dreams of development",-0.468663,2017-02-22,NDTV News
17,17,up's child development metrics are on the way up thanks to tireless efforts at anganwadi centres,0.810994,2017-02-22,FirstPost news
18,18,"up election 2017: amit shah calls congress, sp and bsp 'kasab', says state needs to get rid of it",-0.481382,2017-02-22,FirstPost news
19,19,"up election 2017: sonia gandhi writes letter to amethi and raebareli voters, slams narendra modi",0.0,2017-02-22,FirstPost news
20,20,"up election 2017: rajnath singh mocks akhilesh yadav, rahul gandhi on a day of marathon rallies",0.0,2017-02-22,FirstPost news
21,21,up election 2017: akhilesh yadav refuses to take forward 'donkey' fight,-0.400054,2017-02-22,FirstPost news
22,22,"up election highlights: polling closed for third phase, 61.16% voter turnout recorded till 5 pm",0.0,2017-02-22,FirstPost news
23,23,"up election 2017: fielding namesakes, a tested strategy, had given mulayam nightmares",0.0,2017-02-22,FirstPost news
24,24,"up election 2017: in vip constituency of raebareli, millenial voters vexed with congress, inclined to vote for akhilesh",0.0,2017-02-22,FirstPost news
25,25,samajwadi party and congress alliance is 'thag bandhan': rajnath singh,0.0,2017-02-22,TimesOfIndia News
26,26,"up elections 2017: after 'scam', bjp coins 'kasab' acronym for congress, sp and bsp",-0.308271,2017-02-22,TimesOfIndia News
27,27,up elections 2017: when namesakes haunted mulayam sigh yadav on home turf,-0.6696,2017-02-22,TimesOfIndia News
28,28,sonia gandhi reaches out to up voters through letter,-0.466678,2017-02-22,TimesOfIndia News
29,29,"sp government's communal politics fanned public anger, adityanath says",0.0,2017-02-22,TimesOfIndia News
30,30,akhilesh refuses to take 'donkeys' fight further,-0.516544,2017-02-22,TimesOfIndia News
31,31,sonia gandhi takes on pm narendra modi,0.545866,2017-02-22,TimesOfIndia News
32,32,no post-poll alliance with bsp or any party in up: amit shah,0.0,2017-02-22,TimesOfIndia News
33,33,banda is a real test of strength for sp-congress alliance,0.576885,2017-02-22,TimesOfIndia News
34,34,no post-poll alliance with bsp or any party in up: amit shah,0.0,2017-02-22,TimesOfIndia News
35,35,"sonia seeks votes for congress in 'personal letter' to voters of amethi, raebareli",0.0,2017-02-22,TimesOfIndia News
36,36,"modi targeted as he is from poor family, uma bharti says",-0.691926,2017-02-22,TimesOfIndia News
37,37,"mayawati mocks bjp, calls it bharatiya 'jumla' party",0.0,2017-02-22,TimesOfIndia News
38,38,pm narendra modi targeted as he is from poor family: uma bharti,-0.535918,2017-02-22,TimesOfIndia News
39,39,i don't want to campaign where congress is contesting: shivpal yadav,-0.306382,2017-02-22,TimesOfIndia News
40,40,congress should give farmers' land back: smriti irani,0.0,2017-02-22,TimesOfIndia News
41,41,"big guns fire in allahabad, but where is mayawati?",0.0,2017-02-22,TimesOfIndia News
42,42,"akhilesh yadav turns on charm, promises 24-hour power",0.0,2017-02-22,TimesOfIndia News
43,43,phulpurs pm house laments congress decline,-0.698111,2017-02-22,TimesOfIndia News
44,44,sp sacks national chief of womens wing for indiscipline,-0.375454,2017-02-22,TimesOfIndia News
45,45,"lalu calls amit shah a rhino, asks up to send modi-shah packing",0.0,2017-02-22,TimesOfIndia News
46,46,small allies give bjp big hope in eastern up,-0.47349,2017-02-22,TimesOfIndia News
47,47,mulayam to campaign for rape accused minister,0.0,2017-02-22,Zee news
0,0,"narendra modi hits back at akhilesh, says donkeys are loyal, shoulder responsibilities",0.0,2017-02-24,Zee news
1,1,up elections 2017: state bjp chief keshav maurya booked for violating model code of conduct,0.0,2017-02-25,NDTV News
2,2,"up elections 2017: pm narendra modi, bjp chief amit shah dreaming of harming state, says bsp supremo mayawati",0.0,2017-02-25,NDTV News
3,3,"manipur election 2017: pm narendra modi says what congress couldn't do in 15 years in manipur, bjp will in 15 months",-0.424061,2017-02-25,NDTV News
4,4,uttar pradesh elections 2017: congress veteran sheila dikshit clarifies on 'immature' rahul gandhi remarks,0.0,2017-02-25,NDTV News
5,5,how to watch pm narendra modi's 'mann ki baat',0.0,2017-02-25,NDTV News
6,6,up election 2017: bjp leader kalraj mishra calls sp 'party of terrorists',-0.377169,2017-02-25,FirstPost news
7,7,up election 2017: litmus test awaits the gandhis in the congress bastion amethi,0.0,2017-02-25,FirstPost news
8,8,up election 2017: modi-shah model of organisation may turn the tables on akhilesh and mayawati,0.0,2017-02-25,FirstPost news
9,9,"up election 2017: amid 'abki baar, bjp sarkar' mood, race for second place is open to sp and bsp",0.0,2017-02-25,FirstPost news
10,10,ec directs up govt to cover 'samajwadi' word written on ambulances,-0.380524,2017-02-25,TimesOfIndia News
11,11,"hit by demonetisation, muslim weavers appreciate akhilesh",0.0,2017-02-25,TimesOfIndia News
12,12,pm modi copying clothes worn by others: up cm akhilesh,0.0,2017-02-25,TimesOfIndia News
13,13,"modi, shah 'dreaming of harming' uttar pradesh: mayawati",0.0,2017-02-25,TimesOfIndia News
14,14,rajnath singh accuses akhilesh yadav of shattering his father's dreams,0.0,2017-02-25,TimesOfIndia News
15,15,up bjp chief keshav maurya booked for violating poll code,0.0,2017-02-25,TimesOfIndia News
16,16,polls about changing the fate of uttar pradesh: amit shah,0.0,2017-02-25,TimesOfIndia News
17,17,bsp can enter understanding with bjp to stop sp: akhilesh,0.0,2017-02-25,TimesOfIndia News
18,18,rahul gandhi-akhilesh yadav roadshow gets postponed again,-0.499433,2017-02-25,TimesOfIndia News
19,19,bjp copied our election promises: akhilesh yadav,0.0,2017-02-25,TimesOfIndia News
20,20,' bjp's communal card will not yield results this time',0.0,2017-02-25,TimesOfIndia News
21,21,"why is rahul gandhi being imposed on up, asks amit shah",0.0,2017-02-25,TimesOfIndia News
22,22,supporters resent rajnath singh's downsizing in bjp campaign,-0.475146,2017-02-25,TimesOfIndia News
23,23,ec directs up govt to cover 'samajwadi' word written on ambulances,-0.380524,2017-02-25,Zee news
24,24,don't believe the dreams spun by modi-shah: mayawati,-0.39765,2017-02-25,Zee news
25,25,rajnath singh accuses akhilesh yadav of shattering his father mulayam singh's dreams,0.0,2017-02-25,Zee news
26,26,"bjp leader kalraj mishra calls samajwadi party, 'party of terrorists'",0.0,2017-02-25,Zee news
27,27,polls about changing fate of uttar pradesh: amit shah,0.0,2017-02-25,Zee news
28,28,bsp can enter into understanding with bjp to stop samajwadi party: akhilesh yadav,0.0,2017-02-25,Zee news
29,29,"up elections 2017: joint roadshow of rahul gandhi, akhilesh yadav in varanasi postponed",0.0,2017-02-26,NDTV News
30,30,"up elections 2017: first-time voters in ayodhya look forward. want jobs, development",-0.310955,2017-02-26,NDTV News
31,31,"up election 2017: akhilesh yadav takes on narendra modi at his own game, taps new media for public outreach",0.0,2017-02-26,FirstPost news
32,32,"up election 2017: sp-cong tie-up an alliance of youth leaders, says akhilesh yadav",0.0,2017-02-26,FirstPost news
33,33,spotlight on bahubalis and regional satraps in fifth phase,0.0,2017-02-26,TimesOfIndia News
34,34,akhilesh yadav takes on narendra modi at his own game,0.0,2017-02-26,TimesOfIndia News
35,35,why pm modi is waiting for the up poll outcome to waive farmers' loans: akhilesh yadav,-0.630303,2017-02-26,TimesOfIndia News
36,36,"mulayam singh yadav punctured 'cycle', shivpal broke chain: rajnath singh",0.0,2017-02-26,TimesOfIndia News
37,37,rahul gandhi to address poll meeting in varanasi,0.0,2017-02-26,TimesOfIndia News
38,38,dimple yadav takes a dig at pm modi over his 'diwali-ramzan' remarks,0.0,2017-02-26,TimesOfIndia News
39,39,"congress-sp alliance questions pm, seeks clarification on lok sabha poll promises",0.0,2017-02-26,TimesOfIndia News
40,40,"up polls will end appeasement, casteism, dynastic rule: amit shah",0.0,2017-02-26,TimesOfIndia News
41,41,sp-congress tie-up an alliance of youngsters: akhilesh yadav,0.0,2017-02-26,TimesOfIndia News
42,42,"in wake of dispute, smriti irani skips gauriganj",-0.386303,2017-02-26,TimesOfIndia News
43,43,"kin eliminated, bjp backs last (wo)man standing",-0.513031,2017-02-26,TimesOfIndia News
44,44,up minister sacked after he joins bsp on ticket denial,0.0,2017-02-26,Zee news
45,45,"mulayam punctured 'cycle', shivpal broke chain: rajnath singh",0.0,2017-02-26,Zee news
46,46,''insensible'' akhilesh can't understand pm's ''mann ki baat'': amit shah,0.0,2017-02-26,Zee news
47,47,sp-congress alliance will change course of national politics: akhilesh yadav,0.0,2017-02-26,Zee news
48,48,samajwadi party-congress tie-up an alliance of youngsters: akhilesh yadav,0.0,2017-02-26,Zee news
49,49,"""i forgot to remove 'lotus' symbol while casting vote""  bjp's keshav prasad maurya on fir against him",0.0,2017-02-26,Zee news
50,50,"odisha zilla parishad polls 2017: bjp numbers up, but ruling bjd not worried",0.0,2017-02-27,NDTV News
51,51,"in this election in ayodhya, ram temple issue not even in whispers",-0.310308,2017-02-27,NDTV News
52,52,"up elections 2017: akhilesh yadav discrimination proven, alleges power minister piyush goyal",0.0,2017-02-27,NDTV News
53,53,uttar pradesh elections 2017 live: 57.4% voter turnout recorded till 5 pm,0.0,2017-02-27,NDTV News
54,54,up election 2017:  bsp tops the list of rich candidates in phase 5,0.0,2017-02-27,NDTV News
55,55,up election 2017: bsp tops the list of candidates with criminal cases in phase 5,0.0,2017-02-27,NDTV News
56,56,up elections 2017: why pm modi waiting for polls to waive farmers' loans? asks akhilesh yadav,0.0,2017-02-27,NDTV News
57,57,"up election 2017: will celebrate 'holi of victory' on 11 march, says modi",0.0,2017-02-27,FirstPost news
58,58,up election 2017: bsp supremo mayawati ridicules akhilesh and dimple; promises purvanchal if voted to power,0.0,2017-02-27,FirstPost news
59,59,"up election 2017: in faizabad, bjp foot soldiers working towards ram mandir, but does the youth care?",0.0,2017-02-27,FirstPost news
60,60,"up election 2017: ahead of phase 5, bjp makes final push with 'vijay utsav' celebration",0.432192,2017-02-27,FirstPost news
61,61,"rahul gandhi to pm narendra modi: target vijay mallya, not the poor of up",-0.57722,2017-02-27,TimesOfIndia News
62,62,'acche din' to come after march 11: amit shah,0.0,2017-02-27,TimesOfIndia News
63,63,"akhilesh yadav, rahul gandhi address rally in eastern up",0.0,2017-02-27,TimesOfIndia News
64,64,expelled sp mp jayaprada hails demonetisation policy of pm,0.0,2017-02-27,TimesOfIndia News
0,0,expelled sp mp jayaprada hails demonetisation policy of pm,0.0,2017-02-27,TimesOfIndia News
1,1,mayawati's 'elephants' feed on currency notes: rajnath singh,0.0,2017-02-27,TimesOfIndia News
2,2,akhilesh yadav to pm: hurry up on bullet train promise,0.0,2017-02-27,TimesOfIndia News
3,3,bjp moves election commission against sp ad showing running metro train,0.0,2017-02-27,TimesOfIndia News
4,4,would've been better had bjp given tickets to muslims in up: mukhtar abbas naqvi,0.0,2017-02-27,TimesOfIndia News
5,5,amit shah slams mayawati for bsp posters with mukhtar ansari's photos,0.0,2017-02-27,TimesOfIndia News
6,6,bjp capable of winning majority on its own: pm modi,0.0,2017-02-27,TimesOfIndia News
7,7,"'development useless without ram mandir,' says bjp's vinay katiyar",-0.629891,2017-02-27,TimesOfIndia News
8,8,"launched with fanfare, office of 'mulayam ke log' closed",0.0,2017-02-27,TimesOfIndia News
9,9,dimple yadav seeks votes for samajwadi party as 'muhdikhai',0.0,2017-02-27,TimesOfIndia News
10,10,rebel samajwadi party minister finally dismissed,0.453901,2017-02-27,TimesOfIndia News
11,11,samajwadi party has only strengthened bjp in up: mayawati,0.0,2017-02-27,TimesOfIndia News
12,12,sp government would be out of power by 1pm on march 11: amit shah,0.0,2017-02-27,TimesOfIndia News
13,13,"in gorakhpur, mayawati raises demand for purvanchal",0.0,2017-02-27,TimesOfIndia News
14,14,ayodhya mahants call bjp's 'bluff' of ram mandir,0.0,2017-02-27,TimesOfIndia News
15,15,"akhilesh yadav calls pm modi a confused man, invites him for debate",0.0,2017-02-27,TimesOfIndia News
16,16,"sp, bsp want a hung house in up so they can have bargaining power, says pm modi",0.0,2017-02-27,Zee news
17,17,"up assembly elections: do whatever possible to defeat bjp, pm narendra modi dares sp, congress and bsp",0.0,2017-02-27,Zee news
18,18,bjp will form government with full majority in up: pm narendra modi,0.0,2017-02-27,Zee news
19,19,"development, education useless if ram temple is not constructed: vinay katiyar",-0.344622,2017-02-27,Zee news
20,20,"people are with the 'praja-pati', not with queens of amethi: gayatri prajapati sp leader",0.0,2017-02-27,Zee news
21,21,"up elections 2017: graveyards should not be constructed at all, says bjp mp sakshi maharaj",0.0,2017-02-28,NDTV News
22,22,"priyanka gandhi won't be campaigning in up elections, top congress strategist tells ndtv",0.0,2017-02-28,NDTV News
23,23,manipur elections 2017: bomb recovered ahead of rahul gandhi's visit to imphal,0.0,2017-02-28,NDTV News
24,24,"'he's captain modi': irrespective of uttar pradesh election result, prime minister narendra modi is still most popular leader",0.0,2017-02-28,NDTV News
25,25,a forgotten village in rahul gandhi's amethi boycotts election in anger,-0.57749,2017-02-28,NDTV News
26,26,"up elections 2017: 'donkey' issue refuses to die down, pm modi targets chief minister akhilesh yadav again",0.0,2017-02-28,NDTV News
27,27,"uttarakhand elections 2017: congress demands fir against pm modi, bjp leaders for model code violation",-0.389529,2017-02-28,NDTV News
28,28,up election 2017: piyush goyal slams sp over religious discrimination in power supply,0.0,2017-02-28,FirstPost news
29,29,"up election 2017: akhilesh yadav has undone mulayam's work with congress alliance, says rajnath singh",0.0,2017-02-28,FirstPost news
30,30,up election 2017: bjp seeks ec probe into 'deletion' of voters' names,0.0,2017-02-28,FirstPost news
31,31,rahul gandhi-akhilesh yadav road show in varanasi on march 4,0.0,2017-02-28,TimesOfIndia News
32,32,"man who won gave cycle symbol to mulayam singh yadav, parts ways with sp",0.0,2017-02-28,TimesOfIndia News
33,33,priyanka wont campaign for sp-congress alliance in last two phases of up polls,-0.621211,2017-02-28,TimesOfIndia News
34,34,akhilesh has undone mulayam's work with congress alliance: rajnath,-0.832244,2017-02-28,TimesOfIndia News
35,35,sp discriminating in power supply on religious grounds: piyush goyal,0.0,2017-02-28,TimesOfIndia News
36,36,"sp, congress, bsp like 'snakes', 'social cancer': up bjp chief",-0.719133,2017-02-28,TimesOfIndia News
37,37,bjp moves ec against 'unauthorised deletion' of voters' names,-0.423481,2017-02-28,TimesOfIndia News
38,38,nda leaders now talking of fractured verdict in up: akhilesh yadav,-0.347258,2017-02-28,TimesOfIndia News
39,39,rahul gandhi's comments on pm modi are 'cheap': venkaiah naidu,0.0,2017-02-28,TimesOfIndia News
40,40,akhilesh-rahul road show in varanasi on march 4,0.0,2017-02-28,TimesOfIndia News
41,41,"pm spreads hatred when he is scared, says akhilesh yadav",-0.752457,2017-02-28,TimesOfIndia News
42,42,"sp, bsp want hung assembly to have bargain power: pm",0.0,2017-02-28,TimesOfIndia News
43,43,mayawati bets on 'generous' don's family to net seat haul for bsp,0.0,2017-02-28,TimesOfIndia News
44,44,"behind the bjp's up election machine, meet the party's mini-amit shah",0.0,2017-03-02,NDTV News
45,45,"up election 2017: from 300 rallies in 2012 to two this election, why mulayam singh yadav mostly stayed home",0.0,2017-03-02,NDTV News
46,46,"up elections 2017: pm narendra modi's hope of getting bonus votes imaginary, says mayawati",0.0,2017-03-02,NDTV News
47,47,harvard economists face pm modi's censure after gdp surprise,-0.539195,2017-03-02,NDTV News
48,48,up elections 2017: bjp will repeat its 2014 lok sabha poll feat: arun jaitley,0.0,2017-03-02,NDTV News
49,49,"up elections 2017: bjp will repeat 2014 lok sabha feat in the state, says arun jaitley",0.0,2017-03-02,NDTV News
50,50,up election 2017: aimim chief asaduddin owaisi confident of bjp and sp loss,0.0,2017-03-02,FirstPost news
51,51,"up election 2017: narendra modi's hopes of getting bonus votes in up imaginary, says mayawati",0.0,2017-03-02,FirstPost news
52,52,"narendra modi, amit shah on a campaign overdrive before polling in up, manipur",0.0,2017-03-02,FirstPost news
53,53,up election 2017: yogi adityanath gives impetus to bjp's hindutva agenda in 'poorvanchal',0.0,2017-03-02,FirstPost news
54,54,up election 2017: bjp demands deployment of women police officials to avoid bogus voting,-0.61728,2017-03-02,FirstPost news
55,55,"up election 2017: mulayam singh yadav steps out for just two rallies, down from 300 in 2012",0.0,2017-03-02,FirstPost news
56,56,deploy women police to examine burqa-clad voters: bjp to ec,-0.413028,2017-03-02,TimesOfIndia News
57,57,yogi adityanath drives bjp hindutva campaign in eastern up,0.0,2017-03-02,TimesOfIndia News
58,58,pm modi trying to spread hatred: rahul gandhi,-0.608853,2017-03-02,TimesOfIndia News
0,0,pm modi's hope of getting bonus votes in up imaginary: mayawati,0.0,2017-03-02,TimesOfIndia News
1,1,not doing any work is pm modi's biggest 'karnama': akhilesh,-0.640215,2017-03-02,TimesOfIndia News
2,2,"star campaigner in 2012 polls, mulayam singh yadav addresses only two public rallies this election",0.0,2017-03-02,TimesOfIndia News
3,3,'our friendship unnerves pm narendra modi',0.0,2017-03-02,TimesOfIndia News
4,4,congress panics as note ban sent voters to us: arun jaitley,-0.535081,2017-03-02,TimesOfIndia News
5,5,bjp men bicker as yogi adityanath campaigns elsewhere,-0.478533,2017-03-02,TimesOfIndia News
6,6,"'modi lied, rahul gandhi said narangi juice not nariyal juice', says congress",-0.698047,2017-03-02,TimesOfIndia News
7,7,bjp will repeat its 2014 lok sabha poll feat: jaitley,0.0,2017-03-02,TimesOfIndia News
8,8,samajwadi party candidate pd tiwari broke out into tears in presence of akhilesh yadav on stage  here's why ,-0.632159,2017-03-02,Zee news
9,9,up polls: bjp writes to ec for deployment of lady police officials at booths to check voter id of burqa-clad women,-0.356935,2017-03-02,Zee news
10,10,both sp and bjp will lose in up elections: asaduddin owaisi,-0.478604,2017-03-02,Zee news
11,11,yogi adityanath drives bjp hindutva campaign in eastern uttar pradesh,0.0,2017-03-02,Zee news
12,12,"'bjp will repeat 2014 lok sabha poll success in uttar pradesh assembly elections, form government in state' ",0.0,2017-03-02,Zee news
13,13,"pm narendra modi confident of bjp's win in up polls, says debate is whether we will get 2/3rd or 3/4th majority",0.789324,2017-03-02,Zee news
14,14,"up election 2017: akhilesh yadav refutes pm modi, denies isi link in kanpur train accident",-0.531758,2017-03-03,FirstPost news
15,15,up election 2017: will bjp suffer in varanasi with millenials unhappy with mp narendra modi?,-0.474901,2017-03-03,FirstPost news
16,16,up election 2017: varanasi to witness narendra modi vs rahul-akhilesh road show on saturday,0.0,2017-03-03,FirstPost news
17,17,"to counter lotus in up, mohammad azharuddins marigold flicks for congress",0.0,2017-03-03,TimesOfIndia News
18,18,has bjps ujjwala scheme taken shine out of samajwadi pension?,0.585125,2017-03-03,TimesOfIndia News
19,19,"show of strength in battleground varanasi: pm modi to hold rally; road show by rahul, akhilesh",0.0,2017-03-03,TimesOfIndia News
20,20,bjp hopes to maximise its gains in 6th phase of up assembly polls,0.0,2017-03-03,TimesOfIndia News
21,21,bjp rides on balti babas magic to woo voters,0.0,2017-03-03,TimesOfIndia News
